amount_expected,amount_actual,amount_diff_pct,time_pending_seconds,decline_code_category,remitter_bank_historical_td_rate,is_duplicate_flag,label
64069.49,64069.49,0.0,86,none,0.0464,0,stuck_payment
39193.9,47514.34,21.2289,62,none,0.2126,0,wrong_amount
78559.63,78559.63,0.0,1,none,0.1754,0,no_mismatch
12208.24,12208.24,0.0,46,none,0.0827,1,duplicate_charge
99701.88,99701.88,0.0,47,none,0.2406,1,duplicate_charge
46017.97,46017.97,0.0,83,TD,0.1431,0,no_mismatch
66107.34,66107.34,0.0,50,none,0.1613,0,stuck_payment
8577.76,8577.76,0.0,95,TD,0.0186,1,duplicate_charge
99638.72,99638.72,0.0,50,BD,0.1397,0,no_mismatch
53440.61,53440.61,0.0,58,none,0.0139,0,stuck_payment
33838.09,33838.09,0.0,52,BD,0.2037,0,no_mismatch
45891.2,45891.2,0.0,112,none,0.1879,0,stuck_payment
7296.14,7296.14,0.0,63,none,0.1231,0,stuck_payment
4675.59,4675.59,0.0,17,BD,0.1618,0,no_mismatch
82091.85,67038.46,18.3373,105,none,0.0374,0,wrong_amount
61601.29,65346.97,6.0805,104,none,0.1871,0,duplicate_charge
12168.16,12168.16,0.0,70,BD,0.2107,0,no_mismatch
76446.37,76446.37,0.0,43,BD,0.0757,0,stuck_payment
16888.28,16888.28,0.0,22,none,0.2322,1,duplicate_charge
10086.79,10086.79,0.0,79,none,0.0479,0,stuck_payment
8164.19,10432.61,27.785,54,none,0.2001,0,wrong_amount
12776.55,13815.82,8.1342,53,TD,0.0519,0,no_mismatch
59667.57,59667.57,0.0,79,none,0.1605,0,stuck_payment
34850.57,32386.16,7.0714,68,none,0.1585,0,duplicate_charge
98679.53,98679.53,0.0,60,none,0.1682,0,wrong_amount
19452.53,19452.53,0.0,88,none,0.2288,0,stuck_payment
16059.98,16059.98,0.0,7,none,0.0784,0,no_mismatch
33496.03,33496.03,0.0,98,none,0.0351,1,duplicate_charge
53782.33,53312.4,0.8738,10,none,0.1831,0,wrong_amount
32664.63,39297.69,20.3066,30,none,0.0883,1,duplicate_charge
73801.01,73801.01,0.0,49,none,0.0276,0,stuck_payment
5528.5,5528.5,0.0,28,none,0.1192,0,wrong_amount
13726.82,13726.82,0.0,81,none,0.0747,0,stuck_payment
3306.25,3306.25,0.0,36,BD,0.2144,0,no_mismatch
17203.01,17203.01,0.0,114,TD,0.0476,0,no_mismatch
95280.74,95280.74,0.0,74,none,0.2152,1,duplicate_charge
85711.68,85711.68,0.0,28,none,0.2109,0,no_mismatch
73028.77,73028.77,0.0,32,TD,0.1142,0,no_mismatch
92755.22,92755.22,0.0,117,none,0.0112,0,stuck_payment
4101.86,4101.86,0.0,99,none,0.1122,0,stuck_payment
80990.68,80990.68,0.0,13,none,0.0677,0,duplicate_charge
1341.06,1341.06,0.0,28,BD,0.081,0,no_mismatch
9163.88,9163.88,0.0,40,TD,0.1202,0,no_mismatch
58407.65,58407.65,0.0,60,none,0.2198,0,stuck_payment
79006.89,79006.89,0.0,60,none,0.0103,0,stuck_payment
38549.44,38549.44,0.0,68,BD,0.1122,0,no_mismatch
94614.94,94614.94,0.0,102,TD,0.1743,0,no_mismatch
33635.9,33635.9,0.0,66,none,0.1719,0,stuck_payment
11185.56,11185.56,0.0,80,BD,0.0979,0,no_mismatch
70516.88,70516.88,0.0,100,TD,0.2455,0,no_mismatch
11444.41,11444.41,0.0,97,none,0.2402,0,no_mismatch
74527.17,74527.17,0.0,46,none,0.1309,0,stuck_payment
5540.55,5540.55,0.0,58,none,0.1364,0,stuck_payment
71011.55,71011.55,0.0,69,none,0.1185,0,stuck_payment
67363.32,67363.32,0.0,114,BD,0.2241,0,no_mismatch
8109.02,8109.02,0.0,37,none,0.0285,0,no_mismatch
11291.26,10780.62,4.5224,67,none,0.0154,0,wrong_amount
68272.1,68272.1,0.0,61,none,0.1165,0,stuck_payment
29222.53,21579.6,26.1542,107,none,0.1647,0,wrong_amount
34344.97,34344.97,0.0,42,none,0.1698,0,stuck_payment
54892.02,54892.02,0.0,73,BD,0.1994,0,no_mismatch
26074.75,26074.75,0.0,37,none,0.0214,0,no_mismatch
45647.06,58302.3,27.7241,24,none,0.2114,0,wrong_amount
66668.96,61909.93,7.1383,41,none,0.1158,0,wrong_amount
20595.02,20595.02,0.0,86,none,0.0925,0,no_mismatch
54032.67,49143.75,9.0481,52,none,0.1944,0,duplicate_charge
92788.35,119793.97,29.1045,83,none,0.1237,0,wrong_amount
94406.55,94406.55,0.0,74,none,0.2019,0,stuck_payment
92236.98,92236.98,0.0,15,none,0.226,0,no_mismatch
55140.9,55140.9,0.0,52,none,0.0629,0,duplicate_charge
32704.01,32704.01,0.0,25,none,0.0633,0,no_mismatch
27864.92,32366.23,16.154,87,none,0.031,0,wrong_amount
19525.56,19525.56,0.0,78,none,0.0235,0,stuck_payment
39816.04,39816.04,0.0,55,none,0.0995,0,stuck_payment
35200.37,35200.37,0.0,112,none,0.0618,0,stuck_payment
74178.61,74178.61,0.0,57,TD,0.2034,0,no_mismatch
42440.84,42440.84,0.0,18,none,0.1535,0,no_mismatch
30392.79,30392.79,0.0,68,none,0.0259,0,stuck_payment
75635.79,84927.34,12.2846,54,TD,0.1209,0,wrong_amount
91495.72,114341.01,24.9687,71,none,0.2075,0,stuck_payment
58562.3,58562.3,0.0,95,none,0.0164,1,duplicate_charge
26341.43,26341.43,0.0,107,none,0.0398,0,stuck_payment
28840.13,20994.43,27.2041,4,BD,0.0765,0,no_mismatch
6765.81,6765.81,0.0,75,none,0.1147,0,stuck_payment
68622.69,68622.69,0.0,105,BD,0.133,0,no_mismatch
84543.48,86028.42,1.7564,60,none,0.0425,0,wrong_amount
27339.77,27339.77,0.0,117,none,0.0217,0,duplicate_charge
63930.76,60212.73,5.8157,98,BD,0.1906,0,wrong_amount
87257.07,87257.07,0.0,88,none,0.0752,0,stuck_payment
36316.02,36316.02,0.0,46,none,0.0131,0,stuck_payment
37364.12,37364.12,0.0,44,none,0.0491,0,stuck_payment
50387.95,50387.95,0.0,102,none,0.1572,0,stuck_payment
52612.72,52612.72,0.0,71,none,0.2026,0,stuck_payment
91611.51,88003.93,3.9379,62,none,0.1759,0,wrong_amount
44249.6,44249.6,0.0,67,none,0.0921,0,stuck_payment
2973.08,2973.08,0.0,29,BD,0.1766,0,no_mismatch
30812.09,30812.09,0.0,11,none,0.1931,0,no_mismatch
1978.76,1978.76,0.0,56,BD,0.0359,0,no_mismatch
51396.57,53231.11,3.5694,6,BD,0.1702,0,duplicate_charge
78258.84,78258.84,0.0,27,none,0.058,0,no_mismatch
3022.99,3699.97,22.3944,75,none,0.0485,0,wrong_amount
72882.55,72882.55,0.0,73,BD,0.2067,0,no_mismatch
52930.99,52930.99,0.0,37,TD,0.191,1,duplicate_charge
72562.4,72562.4,0.0,118,none,0.1799,0,stuck_payment
58979.12,58979.12,0.0,14,TD,0.0952,0,no_mismatch
21505.97,21505.97,0.0,15,none,0.0854,0,no_mismatch
52020.79,52020.79,0.0,47,none,0.1437,1,duplicate_charge
32878.73,35676.88,8.5105,88,none,0.1165,0,wrong_amount
29129.87,29129.87,0.0,25,none,0.2247,0,no_mismatch
93914.29,93914.29,0.0,2,none,0.128,0,no_mismatch
43862.03,43862.03,0.0,11,BD,0.1048,0,no_mismatch
97759.33,97759.33,0.0,115,none,0.0255,0,stuck_payment
33929.3,33929.3,0.0,52,BD,0.2111,0,no_mismatch
27923.98,27923.98,0.0,75,none,0.1915,0,stuck_payment
94328.18,94328.18,0.0,86,none,0.1071,0,no_mismatch
27961.17,27961.17,0.0,14,BD,0.1274,0,no_mismatch
94246.06,73385.42,22.1342,64,none,0.2433,0,wrong_amount
67952.52,55272.88,18.6596,98,BD,0.1904,0,no_mismatch
79293.87,79293.87,0.0,85,none,0.1312,0,stuck_payment
80967.21,80967.21,0.0,3,none,0.0176,0,stuck_payment
91502.42,91502.42,0.0,41,none,0.1162,1,duplicate_charge
17769.23,17769.23,0.0,100,none,0.1795,0,stuck_payment
13535.38,13535.38,0.0,63,none,0.1465,0,stuck_payment
55423.01,55423.01,0.0,61,none,0.215,0,stuck_payment
39199.34,39199.34,0.0,49,none,0.0947,0,stuck_payment
32116.23,32551.9,1.3565,45,none,0.1502,0,no_mismatch
62552.78,62552.78,0.0,55,none,0.0958,0,stuck_payment
66157.88,66157.88,0.0,83,none,0.0304,0,stuck_payment
86907.1,91334.44,5.0943,5,none,0.2172,0,wrong_amount
90150.84,90150.84,0.0,90,none,0.0153,0,stuck_payment
57078.32,57078.32,0.0,13,none,0.034,0,no_mismatch
33663.15,33663.15,0.0,98,none,0.05,0,stuck_payment
96945.83,96945.83,0.0,82,none,0.1989,0,stuck_payment
53629.82,53629.82,0.0,7,TD,0.1476,0,no_mismatch
62494.77,62494.77,0.0,92,none,0.0327,0,stuck_payment
6820.25,6820.25,0.0,61,none,0.0934,1,stuck_payment
82391.52,82391.52,0.0,39,none,0.1396,0,no_mismatch
40289.87,40289.87,0.0,59,none,0.1414,0,stuck_payment
62821.61,62821.61,0.0,24,none,0.0611,0,no_mismatch
74246.58,74246.58,0.0,120,none,0.2041,0,stuck_payment
90692.9,90692.9,0.0,94,none,0.1353,0,stuck_payment
14859.59,17914.92,20.5613,109,none,0.0865,0,wrong_amount
6536.31,6536.31,0.0,53,TD,0.0789,0,no_mismatch
68716.8,68716.8,0.0,31,BD,0.0561,0,no_mismatch
82740.16,82740.16,0.0,72,none,0.1113,0,stuck_payment
20278.85,20278.85,0.0,4,TD,0.2028,0,no_mismatch
17680.92,17680.92,0.0,93,none,0.0148,0,wrong_amount
8484.56,8484.56,0.0,111,BD,0.2392,0,no_mismatch
67200.04,67200.04,0.0,51,none,0.1838,0,wrong_amount
11282.04,11282.04,0.0,120,BD,0.1694,0,no_mismatch
77534.07,77534.07,0.0,64,none,0.0671,0,no_mismatch
80688.06,80688.06,0.0,75,none,0.2034,0,stuck_payment
93556.46,93556.46,0.0,14,TD,0.2428,0,no_mismatch
25505.16,25505.16,0.0,63,none,0.1779,0,wrong_amount
54619.93,54619.93,0.0,32,none,0.2211,0,duplicate_charge
36363.5,36363.5,0.0,106,none,0.1649,0,stuck_payment
3577.46,3577.46,0.0,103,none,0.1758,0,stuck_payment
24043.62,24043.62,0.0,40,none,0.1781,0,duplicate_charge
68556.31,68556.31,0.0,31,none,0.1032,0,no_mismatch
39358.26,39358.26,0.0,33,none,0.2347,0,no_mismatch
29812.55,29812.55,0.0,21,none,0.1615,0,no_mismatch
76697.42,76697.42,0.0,5,TD,0.0292,0,no_mismatch
49220.02,49220.02,0.0,119,none,0.1822,0,stuck_payment
82042.11,82042.11,0.0,90,TD,0.0259,0,no_mismatch
72950.24,72950.24,0.0,42,none,0.0166,1,duplicate_charge
64195.09,64195.09,0.0,102,none,0.0107,0,stuck_payment
30624.2,30624.2,0.0,15,TD,0.1339,0,no_mismatch
83079.08,83079.08,0.0,109,none,0.1085,0,stuck_payment
45203.84,45203.84,0.0,18,TD,0.175,0,no_mismatch
79972.91,70027.78,12.4356,51,none,0.2367,0,wrong_amount
22526.26,22526.26,0.0,119,none,0.1569,0,stuck_payment
8988.76,8988.76,0.0,34,none,0.0505,0,no_mismatch
42947.45,42947.45,0.0,12,none,0.0508,0,no_mismatch
1510.08,1510.08,0.0,99,none,0.1189,0,stuck_payment
11939.38,11939.38,0.0,25,none,0.2052,0,no_mismatch
74669.66,74669.66,0.0,56,none,0.154,0,stuck_payment
28368.43,28368.43,0.0,54,TD,0.2002,1,duplicate_charge
97615.2,97615.2,0.0,58,none,0.0987,0,stuck_payment
45870.59,47704.51,3.998,89,none,0.0609,0,duplicate_charge
42386.77,42386.77,0.0,10,BD,0.0241,0,wrong_amount
23560.66,23560.66,0.0,78,none,0.2421,0,stuck_payment
74849.36,80545.92,7.6107,39,none,0.1711,0,wrong_amount
89233.37,84430.75,5.3821,65,none,0.0914,0,wrong_amount
9055.83,9055.83,0.0,56,BD,0.038,1,duplicate_charge
12874.36,12874.36,0.0,107,TD,0.0965,0,no_mismatch
90288.99,90288.99,0.0,107,none,0.0733,0,stuck_payment
89277.91,89277.91,0.0,63,none,0.0463,0,no_mismatch
65776.21,65776.21,0.0,7,TD,0.0231,0,no_mismatch
47077.73,40479.73,14.0151,115,none,0.0198,0,wrong_amount
70932.01,70932.01,0.0,64,BD,0.1827,0,no_mismatch
35025.47,35025.47,0.0,37,TD,0.0504,0,no_mismatch
27351.88,27351.88,0.0,75,TD,0.2495,1,duplicate_charge
76708.08,55527.06,27.6125,99,none,0.0326,0,wrong_amount
28499.7,28499.7,0.0,16,none,0.1517,0,no_mismatch
83714.02,85750.78,2.433,59,none,0.0746,0,wrong_amount
33009.75,39173.36,18.6721,42,none,0.25,0,wrong_amount
79723.64,100370.9,25.8985,42,none,0.1885,0,wrong_amount
60268.92,55654.64,7.6562,99,none,0.0314,0,wrong_amount
16377.77,16377.77,0.0,37,none,0.2391,0,stuck_payment
29924.81,29924.81,0.0,95,none,0.0844,0,stuck_payment
13215.54,13215.54,0.0,107,none,0.058,0,stuck_payment
38870.14,38870.14,0.0,77,none,0.1916,0,stuck_payment
61425.39,61425.39,0.0,55,BD,0.1332,0,no_mismatch
67676.36,67676.36,0.0,92,TD,0.1289,0,no_mismatch
52515.31,52515.31,0.0,56,BD,0.2024,0,no_mismatch
98420.2,98420.2,0.0,39,none,0.1355,0,no_mismatch
4868.05,4801.24,1.3724,66,none,0.0327,0,wrong_amount
56890.97,56890.97,0.0,33,none,0.1945,1,duplicate_charge
74077.57,74077.57,0.0,101,TD,0.1043,1,duplicate_charge
87687.86,87687.86,0.0,76,none,0.1918,0,stuck_payment
80802.62,80802.62,0.0,118,none,0.0549,0,stuck_payment
74728.23,74728.23,0.0,112,none,0.1141,1,duplicate_charge
39553.89,47336.08,19.6749,89,none,0.1679,0,wrong_amount
72618.55,72618.55,0.0,105,none,0.0966,0,no_mismatch
69060.31,69060.31,0.0,39,BD,0.0424,0,no_mismatch
81615.23,81615.23,0.0,25,none,0.0602,0,no_mismatch
65009.01,65009.01,0.0,81,none,0.1393,1,duplicate_charge
76995.14,67249.77,12.6571,22,none,0.1873,0,wrong_amount
48556.18,42007.59,13.4866,26,TD,0.2091,0,no_mismatch
33451.62,41958.15,25.4294,54,none,0.1869,0,wrong_amount
55475.02,55475.02,0.0,63,none,0.1332,0,stuck_payment
93534.57,93534.57,0.0,112,none,0.1814,0,stuck_payment
42258.25,42258.25,0.0,9,TD,0.1656,0,no_mismatch
11782.38,11782.38,0.0,83,none,0.1774,1,duplicate_charge
28872.28,25893.33,10.3177,65,TD,0.2282,0,no_mismatch
60249.8,60249.8,0.0,85,none,0.222,0,duplicate_charge
39098.09,39098.09,0.0,87,none,0.0965,0,stuck_payment
97097.07,91060.47,6.2171,86,none,0.0516,0,wrong_amount
49269.35,49269.35,0.0,64,none,0.0603,1,duplicate_charge
1911.25,1911.25,0.0,46,none,0.0519,0,duplicate_charge
50397.54,50397.54,0.0,44,none,0.1582,0,stuck_payment
22487.15,22487.15,0.0,44,none,0.1946,0,stuck_payment
55746.53,55746.53,0.0,110,none,0.1337,0,stuck_payment
70669.85,70669.85,0.0,57,none,0.241,0,stuck_payment
97468.51,97468.51,0.0,79,none,0.2374,0,stuck_payment
4292.75,3481.15,18.9063,117,none,0.1848,0,duplicate_charge
76220.27,76220.27,0.0,112,BD,0.1653,0,no_mismatch
13863.47,13863.47,0.0,57,none,0.1946,1,duplicate_charge
83497.86,83497.86,0.0,37,none,0.0305,0,no_mismatch
75509.04,75509.04,0.0,86,TD,0.1908,0,no_mismatch
78742.85,88873.44,12.8654,115,none,0.2146,0,wrong_amount
36241.26,34657.56,4.3699,92,none,0.2365,1,duplicate_charge
31548.98,31548.98,0.0,22,none,0.1044,1,duplicate_charge
92259.63,108162.59,17.2372,54,none,0.1734,0,wrong_amount
30501.87,30501.87,0.0,117,none,0.2085,0,stuck_payment
61079.07,53676.83,12.1191,114,none,0.1992,0,wrong_amount
69777.35,69777.35,0.0,101,none,0.1961,0,stuck_payment
8519.66,8519.66,0.0,50,none,0.1876,0,duplicate_charge
99193.2,99193.2,0.0,12,none,0.0849,0,no_mismatch
63604.98,80593.71,26.7097,31,none,0.0829,0,wrong_amount
50576.93,50576.93,0.0,108,none,0.1605,0,stuck_payment
4868.51,4868.51,0.0,16,none,0.1474,1,duplicate_charge
33964.13,33964.13,0.0,96,none,0.1457,0,duplicate_charge
62811.66,62811.66,0.0,77,TD,0.0818,0,no_mismatch
81526.42,81526.42,0.0,18,none,0.1347,0,no_mismatch
32851.91,32851.91,0.0,106,none,0.119,0,stuck_payment
42626.64,42626.64,0.0,12,BD,0.2232,0,no_mismatch
44671.79,44671.79,0.0,68,none,0.1442,0,stuck_payment
87214.28,87214.28,0.0,82,none,0.1156,0,stuck_payment
49005.15,49005.15,0.0,106,TD,0.1314,0,no_mismatch
45825.51,45825.51,0.0,66,none,0.0383,0,stuck_payment
47388.22,47388.22,0.0,72,none,0.2384,0,stuck_payment
40921.12,33901.52,17.154,67,TD,0.0992,0,no_mismatch
30395.68,30395.68,0.0,102,BD,0.1981,0,no_mismatch
93688.38,93688.38,0.0,37,TD,0.2066,0,no_mismatch
12320.56,12320.56,0.0,112,BD,0.1255,0,no_mismatch
45292.21,45292.21,0.0,49,none,0.1828,0,stuck_payment
76218.93,76218.93,0.0,59,none,0.1701,0,stuck_payment
72813.63,86461.55,18.7436,50,TD,0.1049,0,no_mismatch
95812.14,95812.14,0.0,95,TD,0.0312,0,no_mismatch
2577.93,2577.93,0.0,99,none,0.1447,0,stuck_payment
55979.35,45588.57,18.5618,73,none,0.1901,0,wrong_amount
1964.54,1964.54,0.0,69,TD,0.0146,0,no_mismatch
24604.14,24604.14,0.0,114,none,0.0303,0,stuck_payment
32111.07,32111.07,0.0,63,none,0.0156,0,stuck_payment
41552.15,41552.15,0.0,41,none,0.0318,0,stuck_payment
54223.75,54223.75,0.0,24,TD,0.0315,0,no_mismatch
40786.92,48306.07,18.4352,24,BD,0.024,0,no_mismatch
32072.14,32072.14,0.0,42,TD,0.236,0,wrong_amount
5282.62,5282.62,0.0,77,none,0.1283,0,stuck_payment
38566.36,39268.81,1.8214,71,none,0.1262,0,wrong_amount
23450.67,23450.67,0.0,35,none,0.1507,0,wrong_amount
76321.53,76321.53,0.0,17,none,0.1076,1,duplicate_charge
63616.32,63616.32,0.0,19,none,0.2465,0,stuck_payment
53799.81,53799.81,0.0,117,none,0.02,0,no_mismatch
96115.33,96115.33,0.0,84,none,0.0101,0,stuck_payment
48270.41,48270.41,0.0,108,none,0.2498,0,stuck_payment
21354.14,21354.14,0.0,37,BD,0.1874,0,wrong_amount
30133.77,30133.77,0.0,16,none,0.184,0,no_mismatch
87840.1,87840.1,0.0,65,none,0.0864,0,stuck_payment
34329.26,34329.26,0.0,97,none,0.0755,0,stuck_payment
32231.66,32231.66,0.0,77,none,0.2294,0,stuck_payment
92233.55,92233.55,0.0,1,none,0.1714,0,duplicate_charge
89537.29,89537.29,0.0,98,none,0.0295,0,stuck_payment
65161.52,65161.52,0.0,115,none,0.1712,0,stuck_payment
35364.17,35364.17,0.0,106,none,0.1028,0,stuck_payment
81205.78,81205.78,0.0,16,none,0.2347,0,stuck_payment
22229.92,24105.52,8.4373,25,BD,0.1572,0,no_mismatch
71809.17,71809.17,0.0,64,none,0.0188,0,no_mismatch
70434.37,70434.37,0.0,1,TD,0.2071,0,duplicate_charge
87004.63,87004.63,0.0,64,TD,0.0565,0,no_mismatch
67250.34,67250.34,0.0,23,BD,0.0408,1,duplicate_charge
26036.49,26036.49,0.0,30,none,0.1849,0,stuck_payment
84781.95,109448.71,29.0944,88,none,0.1189,0,wrong_amount
64132.53,64132.53,0.0,7,none,0.0875,0,no_mismatch
40746.9,47083.06,15.55,47,none,0.0204,0,stuck_payment
4791.77,4791.77,0.0,69,none,0.0112,0,stuck_payment
8272.71,8272.71,0.0,4,none,0.0642,0,no_mismatch
95781.79,95781.79,0.0,26,TD,0.0846,0,wrong_amount
9762.94,9762.94,0.0,104,BD,0.2013,0,wrong_amount
84066.71,84066.71,0.0,61,TD,0.0918,1,duplicate_charge
33425.49,33425.49,0.0,10,none,0.1587,0,no_mismatch
62572.34,62572.34,0.0,11,none,0.23,0,no_mismatch
89019.37,89019.37,0.0,101,BD,0.2306,0,wrong_amount
30216.96,30216.96,0.0,9,BD,0.0234,1,duplicate_charge
85007.94,85007.94,0.0,80,none,0.0659,0,wrong_amount
66006.43,73609.4,11.5185,113,none,0.0343,0,wrong_amount
67610.03,57118.91,15.5171,14,BD,0.1528,1,duplicate_charge
78962.7,92541.84,17.1969,46,none,0.1839,0,wrong_amount
24390.93,24390.93,0.0,8,BD,0.1503,0,no_mismatch
65205.33,65205.33,0.0,75,none,0.1961,0,stuck_payment
30936.57,30936.57,0.0,48,none,0.1342,0,stuck_payment
14545.58,14545.58,0.0,105,none,0.2161,0,stuck_payment
19621.17,19621.17,0.0,117,TD,0.0264,0,no_mismatch
47624.93,47624.93,0.0,60,none,0.0895,0,stuck_payment
96310.18,96310.18,0.0,54,none,0.0352,0,stuck_payment
91063.25,91063.25,0.0,118,BD,0.0635,0,no_mismatch
62429.61,62429.61,0.0,95,none,0.2055,0,stuck_payment
37653.59,37653.59,0.0,106,none,0.0971,1,duplicate_charge
3098.76,2827.92,8.7403,81,none,0.1937,1,duplicate_charge
3065.59,3226.57,5.2512,93,TD,0.2134,0,no_mismatch
19679.16,18132.89,7.8574,3,none,0.0429,0,wrong_amount
88512.65,88512.65,0.0,27,none,0.0676,0,no_mismatch
66124.78,66124.78,0.0,103,none,0.2216,0,stuck_payment
6631.21,4792.65,27.7259,25,none,0.1766,0,duplicate_charge
43011.06,43011.06,0.0,118,BD,0.1578,0,no_mismatch
53593.29,53593.29,0.0,42,TD,0.1611,0,no_mismatch
12733.21,12733.21,0.0,75,none,0.0602,1,duplicate_charge
47119.66,47119.66,0.0,9,TD,0.1031,0,no_mismatch
75138.51,75138.51,0.0,67,none,0.0872,0,stuck_payment
69481.52,69481.52,0.0,64,none,0.1495,0,wrong_amount
79083.39,79083.39,0.0,27,TD,0.0587,0,no_mismatch
39650.41,39650.41,0.0,114,none,0.0477,0,stuck_payment
25527.47,31283.83,22.5497,57,none,0.0652,1,duplicate_charge
51274.98,51274.98,0.0,58,none,0.1081,0,stuck_payment
31770.34,31770.34,0.0,23,none,0.0737,1,duplicate_charge
90157.44,90157.44,0.0,65,none,0.1645,0,stuck_payment
92667.93,90683.48,2.1415,70,TD,0.0572,0,no_mismatch
30341.29,30341.29,0.0,88,none,0.0558,0,stuck_payment
13872.73,13872.73,0.0,92,none,0.229,1,duplicate_charge
30017.47,30017.47,0.0,101,none,0.237,0,stuck_payment
75804.83,60929.51,19.6232,111,none,0.0645,0,wrong_amount
47496.38,47496.38,0.0,101,none,0.1225,0,stuck_payment
34131.89,42792.69,25.3745,99,none,0.1102,0,wrong_amount
85309.12,81752.14,4.1695,40,none,0.0123,0,wrong_amount
83446.46,83446.46,0.0,54,none,0.1906,0,stuck_payment
69082.81,69082.81,0.0,76,BD,0.1985,0,no_mismatch
15453.75,15453.75,0.0,43,none,0.2018,0,stuck_payment
57430.49,57430.49,0.0,49,TD,0.1038,0,no_mismatch
18915.03,22147.18,17.0877,82,none,0.0324,0,wrong_amount
55335.39,66773.93,20.6713,4,TD,0.0267,0,no_mismatch
28453.38,28453.38,0.0,85,none,0.1191,0,stuck_payment
1203.6,1203.6,0.0,117,none,0.0477,0,stuck_payment
53691.66,53691.66,0.0,9,none,0.2269,0,no_mismatch
87057.86,87057.86,0.0,105,none,0.1239,0,duplicate_charge
93921.51,93921.51,0.0,65,none,0.1201,0,stuck_payment
99109.4,99109.4,0.0,106,none,0.2038,0,stuck_payment
91039.22,91039.22,0.0,59,none,0.0194,1,wrong_amount
64665.28,64665.28,0.0,45,none,0.1808,0,stuck_payment
61341.45,61341.45,0.0,23,none,0.0531,0,no_mismatch
43264.45,43264.45,0.0,85,TD,0.1465,0,duplicate_charge
94574.17,94574.17,0.0,112,TD,0.2218,0,no_mismatch
66699.03,52160.95,21.7965,117,none,0.2482,0,wrong_amount
99532.11,102674.97,3.1576,53,none,0.0707,0,wrong_amount
46270.53,55911.1,20.8352,49,none,0.1058,0,wrong_amount
3873.69,3873.69,0.0,91,none,0.0885,0,stuck_payment
48527.45,40542.85,16.4538,92,none,0.0437,0,wrong_amount
84172.1,83714.92,0.5431,23,TD,0.1383,0,no_mismatch
7850.77,7850.77,0.0,87,TD,0.1158,0,no_mismatch
71469.79,71469.79,0.0,69,TD,0.1772,0,no_mismatch
81170.03,81170.03,0.0,92,none,0.0347,0,stuck_payment
44454.27,44454.27,0.0,7,none,0.1941,0,no_mismatch
37527.01,37527.01,0.0,12,BD,0.0167,1,duplicate_charge
82070.6,82070.6,0.0,9,TD,0.2217,0,no_mismatch
83062.02,87225.44,5.0124,66,BD,0.0885,0,no_mismatch
19035.8,19035.8,0.0,70,none,0.1127,0,stuck_payment
10677.94,10677.94,0.0,2,none,0.0859,0,no_mismatch
45931.72,57163.38,24.4529,6,BD,0.0625,0,no_mismatch
59927.02,59927.02,0.0,14,none,0.1999,0,no_mismatch
56963.59,56963.59,0.0,13,none,0.2455,0,no_mismatch
67822.26,67822.26,0.0,89,BD,0.0521,0,no_mismatch
68793.75,68793.75,0.0,86,none,0.0904,0,stuck_payment
58545.19,58545.19,0.0,82,none,0.1308,0,stuck_payment
1427.84,1102.51,22.7848,40,TD,0.1128,0,no_mismatch
8031.03,6828.94,14.9681,20,none,0.1641,0,wrong_amount
72558.31,72558.31,0.0,57,none,0.0889,0,stuck_payment
64395.85,64395.85,0.0,67,none,0.1096,0,stuck_payment
75080.04,75080.04,0.0,94,none,0.0681,0,stuck_payment
90672.54,90672.54,0.0,32,none,0.1771,0,no_mismatch
87283.31,87283.31,0.0,24,none,0.0115,0,no_mismatch
7091.49,5741.54,19.0362,27,BD,0.0517,0,no_mismatch
79543.79,79543.79,0.0,65,BD,0.184,0,no_mismatch
72195.21,72195.21,0.0,23,none,0.0827,0,no_mismatch
96775.81,96775.81,0.0,111,none,0.0292,0,stuck_payment
39884.62,45166.41,13.2427,98,TD,0.2389,0,no_mismatch
76216.74,76216.74,0.0,11,none,0.2312,0,no_mismatch
15364.59,15364.59,0.0,33,none,0.0834,0,no_mismatch
56258.0,56258.0,0.0,43,BD,0.1226,0,stuck_payment
19043.62,21904.66,15.0236,63,none,0.1098,0,wrong_amount
74245.18,74245.18,0.0,40,none,0.1512,0,duplicate_charge
3978.81,3978.81,0.0,50,none,0.049,0,stuck_payment
95713.98,95713.98,0.0,97,none,0.1323,0,no_mismatch
68880.09,68880.09,0.0,84,none,0.1118,0,wrong_amount
47824.78,47824.78,0.0,47,none,0.1723,0,stuck_payment
64568.82,64568.82,0.0,59,none,0.0454,0,stuck_payment
57876.35,57876.35,0.0,21,BD,0.195,0,no_mismatch
91696.6,91696.6,0.0,76,none,0.0293,0,stuck_payment
87613.02,98833.44,12.8068,65,none,0.168,0,wrong_amount
30867.09,30867.09,0.0,113,none,0.2187,0,stuck_payment
57303.91,57303.91,0.0,105,BD,0.1897,0,no_mismatch
39857.22,39857.22,0.0,22,none,0.0104,1,duplicate_charge
69662.04,69662.04,0.0,84,TD,0.1134,0,no_mismatch
18721.36,15988.63,14.5969,58,none,0.061,0,wrong_amount
75016.58,75016.58,0.0,25,TD,0.2265,0,no_mismatch
62721.05,62721.05,0.0,112,none,0.0292,1,duplicate_charge
12555.69,12442.97,0.8978,62,none,0.1925,1,duplicate_charge
26681.47,26681.47,0.0,86,none,0.247,1,duplicate_charge
52281.22,61739.05,18.0903,120,none,0.1917,0,wrong_amount
